;;;;;;;;;;;;;t4;t2;;;t6;;;;;;;;;;;;;k2;k1;;;k4;k3;i2;;i1;;;;;;;;;;;;;;;;;;;;;;;;;;;;l4;;;;l3;;;;l2;;;;;;lb1;lb2;lb3;lb4;lb5;lb6;lb7;;;;;;;;;;;;;;v1;;;;;;;t11;t12;y2;t8;t7;t9;t10;
2021-10-13 15:10;1;4;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;6;5;4;4;5;5;5;4;4;5;4;6;4;4;5;4;5;5;5;4;5;1;5;5;5;1;3;3;4;3;3;5;1;5;3;3;3;3;5;5;5;5;5;5;5;5;5;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;6;4;4;5;5;5;1
2021-09-15 13:26;1;6;5;5;5;2;2;3;5;3;5;4;1;3;4;2;1;2;3;5;3;4;4;4;4;3;4;2;2;5;3;5;5;3;2;4;4;5;2;4;6;2;5;4;3;;;;1;2;4;4;6;2;2;1;4;4;2;4;2;4;4;3;2;6;6;3;6;6;6;6;3;6;;;;;;5;5;5;5;5;5;5;1;3;2;3;1;3;;;;;;;2;2;;;;;;;3;3;4;5;4;3;4;4
2021-10-04 13:11;1;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;6;5;4;4;5;5;3;4;5;5;5;5;3;5;5;4;5;5;5;5;5;1;4;5;5;2;;;;;;;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-22 13:34;2;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;6;6;6;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-09-30 09:02;1;5;4;3;4;2;2;3;4;2;4;4;4;3;3;3;2;2;4;3;4;4;4;3;4;2;4;4;4;4;2;5;3;2;2;3;3;4;4;4;4;4;5;3;1;5;3;3;1;6;6;6;6;6;6;1;5;1;1;1;1;5;5;6;6;6;6;6;6;6;6;6;6;6;;;;;;5;5;6;6;6;5;6;3;1;1;3;1;2;;;;;;;2;2;;;;;;;3;3;3;4;3;3;2;4
2021-09-16 18:27;1;6;5;5;4;3;3;3;5;5;4;5;3;4;4;4;3;3;4;3;3;3;4;3;3;4;4;4;3;4;4;4;5;3;3;3;3;4;3;3;3;4;4;4;1;4;3;4;1;3;3;3;4;4;3;1;3;4;2;3;2;5;5;4;3;3;2;2;2;2;3;3;2;3;4;3;4;4;4;4;3;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;1;;;3;;;2;3;3;6;4;4;4;3;5
2021-09-15 12:57;1;4;5;5;5;5;5;5;5;5;5;5;4;5;5;3;3;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;1;5;5;5;1;4;4;4;4;4;5;1;4;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;1;;;3;;;2;3;3;2;5;5;3;5;3
2021-10-12 09:52;1;4;5;5;4;5;5;5;5;5;5;5;2;4;2;5;1;2;4;5;5;5;5;5;5;4;4;3;2;6;2;5;4;4;4;1;3;4;2;3;1;3;4;3;1;5;4;3;1;1;1;1;1;6;6;1;5;6;1;3;2;4;4;5;5;5;5;5;6;5;5;6;5;5;;;;;;5;5;5;5;5;6;5;1;3;2;3;2;2;;;;;;;1;1;;;3;;;2;6;6;6;4;3;2;2;4
2021-09-21 17:52;1;4;5;5;5;5;5;5;5;3;5;5;3;4;4;5;4;3;5;2;5;5;5;5;5;2;4;5;5;5;5;5;6;5;6;5;5;5;5;5;5;5;5;5;1;5;5;5;3;;;;;;;4;;;;;;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;3;4;5;5;5;5;5;5;5;2;3;1;2;1;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-09-21 17:11;1;4;5;5;5;5;5;5;4;4;5;5;4;5;5;5;5;4;5;5;5;5;5;5;5;4;5;4;4;5;4;5;5;5;3;4;5;5;5;5;5;5;3;4;1;5;5;4;1;5;4;4;5;5;5;1;5;4;4;3;4;4;4;5;5;5;5;4;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;4;4;5;5;4;4;4
2021-10-04 09:28;2;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;4;5;5;5;1;5;5;5;5;5;5;5;4;4;5;5;4;3;3;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-10-14 12:48;1;2;5;5;5;5;5;5;4;4;5;4;3;3;4;4;2;2;4;3;5;5;5;4;5;3;2;2;3;4;4;5;4;4;5;3;4;4;4;4;4;4;4;4;1;5;5;5;1;5;5;5;5;5;5;1;4;4;5;5;5;4;4;5;5;5;5;5;4;4;5;4;4;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;5;3;4;4;2
2021-10-04 10:26;2;3;3;2;3;2;2;2;3;2;3;3;2;2;2;3;1;3;3;2;5;5;4;5;5;4;4;4;2;2;2;4;3;3;3;4;2;4;3;4;4;4;4;4;1;4;3;3;1;3;3;3;3;3;3;2;1;2;2;2;2;4;4;4;4;3;4;3;4;4;3;2;4;3;;;;;;4;4;4;6;4;2;6;1;1;1;1;2;2;;;;;;;2;2;;;;;;;3;3;6;3;3;3;3;3
2021-09-30 09:36;1;2;5;3;4;3;4;3;5;3;4;4;1;2;3;3;2;2;3;3;5;5;4;3;4;4;4;3;3;5;2;5;5;4;3;2;3;5;3;3;4;2;5;4;1;3;2;2;1;4;3;3;3;5;4;1;5;5;3;4;4;5;5;4;4;4;3;4;2;2;3;3;2;4;;;;;;5;4;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;2;2;6;5;4;3;2;2
2021-09-15 17:36;1;4;5;5;4;5;5;5;5;5;5;5;1;3;4;5;4;3;5;4;5;5;5;5;4;3;4;3;4;5;4;5;5;5;4;4;4;5;2;3;5;5;5;4;1;5;3;4;1;4;3;3;4;4;4;1;4;4;5;3;4;5;5;4;5;5;5;5;4;2;4;3;4;4;;;;;;5;5;5;5;5;5;5;1;2;2;2;3;2;;;;;;;2;2;;;;;;;3;2;4;4;2;2;3;4
2021-09-16 17:45;1;6;4;4;4;4;4;4;5;5;5;4;2;2;3;5;3;5;3;3;5;5;5;5;5;5;5;4;5;4;4;4;4;5;3;5;5;5;4;4;5;3;5;3;1;5;4;5;1;5;4;3;5;5;5;1;5;5;5;4;5;4;4;4;4;4;4;3;4;4;5;4;5;4;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;3;5;4;4;3;3;4
2021-09-16 13:24;2;3;2;2;2;3;4;3;3;3;3;2;1;2;2;2;2;1;2;1;4;3;4;2;4;4;3;2;4;2;2;4;2;3;1;3;3;3;3;4;6;4;2;3;2;4;2;3;1;3;2;2;3;3;3;1;2;1;2;1;1;2;2;5;4;4;3;4;4;5;5;5;3;3;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;2;2;1;2;2;2;1;3
2021-10-06 15:58;1;4;5;5;3;3;5;5;5;3;5;4;4;4;4;4;3;2;4;4;3;6;6;4;3;4;4;4;4;3;4;4;3;5;4;4;4;4;4;5;5;5;4;4;1;5;5;5;1;4;4;3;5;4;4;1;5;5;5;5;5;4;4;5;5;4;4;5;4;4;5;4;5;5;;;;;;5;5;5;5;5;5;5;2;3;1;3;1;2;;;;;;;2;2;;;;;;;3;3;4;3;3;3;4;4
2021-09-17 13:47;2;2;3;5;4;5;5;4;5;5;4;4;4;2;5;6;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;4;4;5;4;5;5;4;4;4;1;4;5;5;3;;;;;;;3;;;;;;4;4;5;4;5;5;5;5;5;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;1;1;2;;;;;;;1;2;;;;;;;4;3;6;4;5;5;5;1
2021-09-21 09:25;1;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;4;4;3;4;5;4;5;3;4;5;5;4;4;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;1;5;4;5;1;5;4;4;5;5;5;1;4;5;5;3;5;5;5;5;4;4;4;5;4;4;4;6;4;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-10-12 15:33;1;5;5;5;3;5;5;5;5;4;5;5;2;4;4;4;1;1;5;4;5;4;5;4;5;4;4;4;5;3;3;5;4;5;4;4;3;3;3;3;5;3;3;2;1;5;5;4;2;;;;;;;2;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5;;;;;;4;5;5;5;4;5;5;1;3;1;1;2;2;;;;;;;2;2;;;;;;;3;3;4;3;4;3;3;4
2021-09-27 13:33;1;5;5;5;5;3;3;3;5;5;5;4;3;4;4;5;2;4;4;4;4;4;4;4;4;5;5;5;5;5;4;5;3;3;2;5;5;5;4;5;5;5;5;5;1;5;4;4;1;4;4;4;3;4;3;1;5;4;1;2;2;5;5;4;3;3;3;4;3;3;2;3;3;3;;;;;;5;4;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;4;4;4;4;4
2021-09-27 13:15;1;3;4;4;5;5;5;5;4;4;5;5;4;5;5;4;3;3;5;3;4;4;4;3;4;4;4;3;3;5;3;2;4;2;4;5;5;5;5;5;5;5;5;5;1;5;5;4;3;;;;;;;4;;;;;;4;4;5;5;5;5;5;5;4;4;5;4;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;3;3;;;;;;;2;2;;;;;;;5;5;5;5;5;5;3;3
2021-10-12 10:10;1;4;5;3;3;2;4;2;4;2;4;4;2;2;3;3;1;1;4;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;3;4;4;4;3;3;4;4;4;4;2;4;2;3;1;2;2;2;3;2;3;1;4;3;3;2;3;5;5;2;2;3;3;2;2;2;2;6;2;3;;;;;;5;4;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;3;3;6;3;3;3;2;4
2021-09-30 17:21;1;4;5;5;5;4;5;5;4;4;4;4;3;2;3;3;3;2;4;3;5;5;5;4;4;5;5;5;5;3;6;4;4;3;6;4;4;4;4;4;5;4;5;6;1;4;3;3;1;4;4;3;5;4;5;1;3;4;3;3;3;4;4;5;5;5;6;3;4;4;5;4;5;4;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;3;3;5;4;5;3;4;4
2021-09-22 14:28;1;5;3;4;3;2;2;2;4;4;4;3;2;2;2;3;2;2;2;2;4;4;4;4;4;4;2;2;2;4;3;4;4;2;2;3;3;4;3;3;3;3;4;4;1;3;2;2;1;2;2;2;2;2;2;5;;;;;;4;4;3;2;2;2;2;2;2;2;2;2;2;;;;;;6;3;6;6;6;6;6;1;1;1;3;3;3;;;;;;;2;2;;;;;;;3;3;3;2;2;3;2;4
2021-09-23 11:40;1;5;5;5;3;3;4;3;5;4;4;4;3;3;3;3;2;2;3;3;5;5;5;4;5;5;5;4;5;4;3;5;4;3;2;3;4;5;3;3;4;5;4;4;1;5;3;2;1;4;4;3;3;4;4;1;5;5;4;4;4;5;5;3;3;4;3;3;4;6;2;6;3;4;;;;;;5;3;3;5;3;6;5;1;2;1;2;2;2;;;;;;;1;2;;;;;;;3;3;3;4;3;3;3;4
2021-09-22 15:16;1;4;4;3;3;1;1;2;5;5;5;3;2;3;2;5;4;2;4;4;5;5;5;6;5;4;4;4;5;4;1;5;5;3;4;5;5;5;4;5;5;3;3;4;2;5;3;3;3;;;;;;;4;;;;;;5;5;3;1;1;1;3;1;1;1;1;2;1;;;;;;5;5;5;5;5;5;5;3;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;6;4;4;4;3;4
2021-09-23 16:22;1;5;5;5;5;4;4;5;5;4;5;5;3;4;4;4;3;3;4;4;3;3;3;3;3;4;4;4;5;4;4;5;5;4;4;5;5;5;4;5;5;5;5;5;1;5;5;5;2;;;;;;;1;1;1;1;4;5;5;5;4;4;5;4;5;5;4;4;5;4;4;;;;;;5;5;5;5;5;5;5;1;3;1;3;1;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-27 10:32;2;3;5;5;4;5;5;5;5;5;5;5;5;3;3;5;2;3;3;2;5;5;5;4;5;5;4;4;5;5;5;5;5;5;4;5;5;5;5;4;5;4;5;5;1;3;3;3;1;4;4;3;4;5;5;1;5;5;6;6;6;5;5;5;5;5;5;5;2;5;5;6;3;4;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;3;3;5;5;5;5;5;3
2021-09-29 07:31;1;4;5;5;5;5;5;5;5;5;5;5;3;4;4;5;5;4;5;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;5;5;5;1;4;5;5;1;5;5;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;1;1;2;;;;;;;2;2;;;;;;;3;3;5;5;5;3;5;1
2021-09-30 13:35;1;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;5;5;5;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;1;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;4;4;4;4;4;4;3
2021-09-30 08:30;1;4;5;5;5;5;5;4;5;5;5;5;3;4;4;5;4;3;3;3;4;5;5;4;4;5;4;4;4;5;4;5;5;4;3;4;5;5;5;5;5;5;4;4;1;4;5;4;1;4;4;4;5;4;5;1;5;5;4;2;4;4;5;4;4;4;4;5;5;4;4;4;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;3;5;4;3;3;3
2021-10-05 07:06;1;4;5;5;5;2;3;3;4;4;5;5;3;4;3;4;3;3;4;5;4;4;4;4;4;5;5;5;4;4;4;5;4;4;4;4;5;4;3;3;5;4;5;4;1;5;5;4;1;4;4;4;5;4;3;1;4;4;3;3;3;5;5;3;3;3;3;3;3;3;3;3;3;3;;;;;;5;5;5;5;5;5;5;1;1;1;1;3;2;;;;;;;2;2;;;;;;;5;5;5;5;4;5;4;4
2021-10-07 11:28;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;4;4;4;4;4;5;5;5;4;4;1;4;4;4;1;4;4;4;6;4;5;1;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-09-15 14:18;1;3;4;4;4;3;4;4;3;3;3;3;1;2;2;2;1;1;2;1;4;4;5;4;4;3;3;3;2;4;4;5;5;3;3;2;2;3;2;4;4;2;4;3;1;3;3;3;1;4;4;4;4;4;4;1;4;4;4;3;4;3;3;3;4;4;3;3;3;3;4;3;4;4;;;;;;5;5;5;6;6;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;2;2;4;4;3;2;2;2
2021-10-12 08:33;1;3;4;4;4;2;2;4;5;4;4;3;4;3;3;3;2;3;4;4;3;3;3;3;3;4;4;5;5;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;1;5;3;3;1;4;3;3;2;3;3;4;;;;;;3;3;4;4;4;4;4;4;4;3;3;3;4;;;;;;6;6;3;6;3;6;6;1;3;1;1;2;2;;;;;;;2;2;;;;;;;2;3;3;4;3;4;3;1
2021-09-15 12:46;1;4;4;4;5;5;5;4;4;4;5;4;3;3;4;4;4;3;3;4;4;5;5;4;5;4;4;3;3;4;4;4;4;5;3;3;5;5;4;5;5;5;5;4;1;5;4;4;1;5;5;5;5;4;5;1;5;5;5;5;5;4;4;4;5;5;5;5;4;4;5;5;4;5;;;;;;5;4;5;5;5;5;5;1;3;1;3;1;2;;;;;;;2;2;;;;;;;4;4;5;5;5;4;4;4
2021-09-27 13:52;2;5;5;4;4;4;4;4;5;4;5;5;4;4;4;5;4;3;3;5;5;5;4;4;4;4;4;4;4;4;4;5;2;3;4;4;4;4;4;5;4;4;4;4;1;4;4;4;1;4;4;4;4;4;4;1;3;3;1;1;2;5;5;2;3;4;5;3;3;4;5;4;4;4;;;;;;4;4;5;4;4;4;4;1;1;1;1;3;3;;;;;;;1;1;;;3;;;1;3;3;3;4;4;3;3;5
2021-10-06 09:01;1;3;5;4;5;4;4;4;4;3;4;5;1;3;4;4;1;1;2;2;5;5;5;5;5;3;3;4;4;4;3;4;5;4;4;4;4;4;4;5;5;5;3;3;1;5;3;4;1;4;4;4;5;5;5;1;4;5;5;4;5;4;4;5;5;5;5;5;5;5;5;4;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;4;4;3;4;2
2021-10-06 10:38;1;6;4;3;4;2;3;4;5;5;5;4;2;2;2;4;1;3;4;3;4;4;4;6;4;5;5;5;5;4;3;4;4;3;2;3;3;4;3;5;4;5;4;4;1;5;4;4;1;3;3;2;4;4;4;1;5;4;4;3;2;5;5;4;2;4;4;4;4;3;2;6;4;3;;;;;;4;4;4;4;4;4;4;1;1;1;3;1;2;;;;;;;1;1;;;3;;;1;3;3;1;4;3;4;3;4
2021-10-05 08:34;1;4;5;4;4;4;4;4;5;4;5;4;3;3;3;4;3;3;4;4;5;5;5;5;5;4;4;4;4;3;3;4;4;4;4;3;4;5;4;5;5;5;4;4;1;5;5;5;1;5;4;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;5;4;4;4;4
2021-09-22 06:56;2;5;4;3;3;4;5;5;5;4;5;4;2;4;4;4;2;3;4;4;4;3;4;4;3;2;4;3;4;2;1;5;4;4;2;2;3;4;3;4;4;5;4;2;1;5;4;4;2;;;;;;;2;4;4;3;2;3;3;3;4;4;4;4;4;4;4;2;4;4;4;;;;;;4;4;4;4;4;5;4;1;1;1;1;2;2;;;;;;;1;2;;;;;;;3;3;5;4;4;3;4;4
2021-09-22 13:25;1;4;4;3;3;2;4;3;4;3;4;3;2;3;2;5;1;1;4;2;4;3;5;5;5;5;2;2;1;4;4;4;3;3;3;4;4;4;5;5;5;5;5;5;1;4;3;2;2;;;;;;;2;5;5;4;4;4;3;3;4;2;3;4;4;3;2;2;6;4;2;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;3;3;4;3;1;3;2;3
2021-10-06 16:55;1;4;4;4;3;4;4;4;5;5;5;3;3;2;2;3;3;1;4;3;4;4;4;3;3;4;5;4;3;4;4;4;4;4;6;4;5;4;5;5;6;4;4;4;1;5;4;4;1;5;5;4;5;5;5;1;4;5;5;4;5;4;4;5;5;5;5;5;5;5;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;1;2;;;;;;;2;2;;;;;;;3;3;4;4;4;4;4;3
2021-09-27 13:50;2;5;5;5;4;2;3;3;4;2;4;4;1;2;2;2;1;2;4;3;5;5;5;4;5;5;4;4;3;3;3;4;4;5;2;5;4;4;3;3;4;5;4;5;1;4;4;4;1;4;4;4;4;5;4;1;5;5;5;4;5;5;5;3;3;3;3;3;3;4;1;4;3;3;;;;;;5;4;5;5;5;5;5;1;1;1;3;1;2;;;;;;;1;2;;;;;;;4;4;4;4;4;4;4;4
2021-09-17 11:26;2;4;3;3;2;2;4;4;4;3;4;3;1;2;2;3;2;2;3;1;5;5;5;5;5;3;3;3;3;2;3;5;3;2;6;3;4;3;4;4;6;4;4;4;1;4;3;4;2;;;;;;;3;;;;;;3;3;4;6;3;6;4;6;6;6;6;6;3;;;;;;5;5;6;6;5;5;5;3;3;1;3;2;1;1;;;;;2;2;2;;;;;;;6;6;6;3;2;2;3;1
2021-09-16 12:36;1;5;5;4;4;4;4;4;4;4;4;5;2;2;2;3;1;2;3;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;1;5;5;5;1;4;4;3;4;4;4;1;5;5;5;3;3;5;5;3;4;6;4;4;4;6;4;6;5;4;;;;;;5;5;6;6;6;6;6;1;3;3;3;2;2;;;;;;;2;2;;;;;;;3;3;3;3;3;3;3;4
2021-09-15 13:46;1;4;5;5;1;1;1;1;5;1;5;3;1;2;2;2;1;1;2;2;2;2;1;2;2;6;6;1;1;5;2;5;5;1;1;3;2;5;2;6;6;2;5;5;1;3;1;1;1;1;1;1;1;6;1;3;;;;;;5;5;3;1;1;1;4;6;1;1;1;3;1;;;;;;5;5;5;5;5;2;5;1;3;3;3;2;2;;;;;;;2;1;;;;;5;2;3;3;3;5;2;2;2;4
2021-10-08 14:17;2;4;4;4;3;4;5;5;4;4;5;4;3;4;5;3;2;3;3;3;5;5;5;5;5;5;3;2;4;4;3;4;4;4;3;3;4;4;4;4;5;5;3;3;1;4;4;4;1;5;4;4;5;4;5;1;3;5;5;4;5;3;2;4;4;3;4;4;4;5;5;2;5;4;;;;;;5;5;5;6;6;6;6;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;4;4;4;4;3
2021-10-07 12:28;1;2;5;5;5;4;4;4;4;4;4;5;4;5;5;5;3;4;5;5;5;5;3;2;4;4;4;3;3;5;5;4;4;4;3;5;5;5;5;5;5;5;5;5;1;3;3;5;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;2;2;2;1;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;3
2021-09-21 13:04;1;6;4;4;3;3;3;3;5;5;5;4;2;3;3;5;1;1;3;2;5;5;5;4;5;2;2;3;2;4;2;4;3;4;3;4;4;5;3;5;6;5;5;5;1;4;4;4;1;3;4;3;4;4;4;1;4;4;4;4;4;5;5;3;3;3;3;3;3;3;3;2;3;3;;;;;;6;5;5;6;5;6;6;1;3;3;3;2;2;;;;;;;2;2;;;;;;;5;4;5;5;4;5;4;4
2021-09-27 13:51;1;3;5;5;5;4;5;5;4;4;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;4;5;5;5;5;3;5;5;5;2;5;5;5;4;5;5;5;4;4;1;4;4;6;1;5;5;4;5;5;5;1;4;3;1;4;4;5;5;4;5;5;5;5;3;5;4;5;4;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-28 16:34;1;4;4;4;3;4;4;4;5;4;5;4;3;3;3;4;3;3;3;3;5;5;4;4;5;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;3;3;1;4;3;3;4;4;4;1;4;5;5;5;5;5;5;5;4;5;4;4;5;3;5;6;5;5;;;;;;5;5;4;6;5;5;5;1;3;1;3;1;2;;;;;;;2;2;;;;;;;3;3;4;4;3;3;3;4
2021-10-05 14:42;1;5;4;4;3;4;4;4;4;4;5;5;4;4;4;4;2;1;1;3;5;5;5;5;5;4;4;5;5;1;6;5;4;4;6;2;4;4;4;4;5;4;4;4;1;3;4;4;1;6;6;6;2;6;3;1;6;5;2;1;2;3;3;4;4;4;4;4;3;4;4;4;4;4;;;;;;5;5;5;6;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;6;6;4;4;4;4;3
2021-09-24 10:01;1;4;5;1;5;4;4;4;5;4;5;6;1;2;1;4;1;1;1;1;6;6;6;6;6;4;4;4;4;5;5;5;5;3;3;4;4;5;4;4;4;4;4;4;1;5;3;3;3;;;;;;;4;;;;;;1;1;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;3;3;2;2;;;;;;;2;2;;;;;;;3;3;5;5;3;3;1;1
2021-10-13 13:02;1;3;5;4;5;4;5;5;5;5;5;4;3;4;4;4;3;2;4;4;5;5;5;4;5;5;5;5;4;3;3;4;5;5;4;5;5;5;5;5;5;5;3;4;1;3;4;4;1;5;4;4;5;5;5;1;4;5;5;3;4;5;5;5;5;5;5;5;3;5;4;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;4;5;4;5;5;4;1
2021-10-05 15:01;1;6;5;4;4;4;4;4;5;4;5;4;2;2;2;6;2;2;3;3;5;5;5;5;5;3;5;4;4;6;6;6;6;6;6;4;4;4;4;4;4;3;4;4;1;4;5;5;1;4;4;4;4;4;5;1;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;4;3;4;4;4
2021-09-23 17:12;1;5;5;4;4;4;4;3;4;4;5;5;3;3;3;4;1;2;3;4;3;4;4;3;3;4;4;4;4;4;4;5;5;4;6;2;3;3;2;3;4;3;4;4;1;4;4;4;1;5;4;4;4;4;4;1;5;5;5;4;5;5;5;3;2;4;6;3;6;6;2;6;3;3;;;;;;6;6;4;4;4;6;4;1;3;3;3;1;2;;;;;;;1;2;;;;;;;4;4;5;5;3;4;4;4
2021-10-12 14:32;1;2;5;4;3;4;4;3;5;4;5;4;1;4;3;4;1;1;3;1;5;5;5;3;4;2;3;2;2;3;2;4;4;4;2;3;4;5;2;5;4;5;4;3;1;5;4;3;1;4;3;3;3;3;3;1;1;1;1;1;1;5;5;3;4;5;3;5;5;2;1;5;3;2;;;;;;3;3;5;5;5;5;5;3;3;3;3;1;1;;2;;;;1;1;1;;;3;;;2;3;2;2;4;3;2;3;3
2021-10-06 10:25;1;2;4;4;3;2;3;3;4;3;4;4;1;2;2;3;1;1;3;2;5;5;5;5;5;5;5;4;3;3;4;5;3;4;3;3;3;4;3;4;3;3;3;3;1;3;3;3;3;;;;;;;4;;;;;;4;4;4;2;2;2;2;2;1;2;2;2;2;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;3;3;6;3;3;3;3;2
2021-10-06 15:41;1;3;4;4;3;4;4;3;4;3;4;3;3;2;2;2;2;2;2;2;5;5;5;5;5;2;2;2;2;2;3;4;5;4;4;3;3;4;4;3;5;4;5;4;1;4;3;3;1;4;4;3;4;3;4;1;4;4;4;3;3;2;2;3;3;3;4;3;3;2;2;6;3;3;;;;;;5;5;5;5;5;5;5;2;3;2;3;1;2;;;;;;;2;1;;;3;;;2;3;3;4;3;3;3;3;3
