;age;sex;;t3;t1;t8;t2;t13;l1;;;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;t7;;;;y5
2020-08-27 06:35;5;2;6;3;3;2;2;3;2;3;2;2;2;4;3;2;2;4;4;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;2;2;;;;;;2;4;2;4;2
2020-08-27 06:43;3;2;6;5;5;5;5;5;4;4;4;5;4;4;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 07:00;4;2;2;5;5;5;5;5;5;5;4;4;4;3;3;4;4;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-08-27 07:13;4;2;4;4;4;4;4;5;3;5;4;3;3;3;2;3;4;2;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;5;4
2020-08-27 07:11;2;2;2;5;3;2;5;5;2;2;2;5;3;5;5;3;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;5;5;5;4
2020-08-27 07:13;5;2;4;4;3;4;3;5;4;5;5;4;4;4;3;4;5;5;4;;;;;;;;;;;;;;;1;3;1;3;3;3;;;;;;2;2;;;;;;3;3;4;4;4
2020-08-27 07:25;3;1;2;4;4;4;3;4;2;3;3;3;3;4;2;1;4;4;4;;;;;;;;;;;;;;;2;2;1;2;2;1;;2;;;1;2;2;;;;;;3;3;4;3;1
2020-08-27 07:15;2;1;3;4;4;5;4;3;3;4;3;2;3;4;5;5;4;4;3;;;;;;;;;;;;;;;1;1;1;3;1;1;;;3;;1;2;2;;;;;;3;3;6;3;1
2020-08-27 07:28;4;2;5;4;5;4;5;5;4;4;4;4;5;5;3;5;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 07:50;4;2;6;5;5;5;4;5;3;3;3;5;5;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 07:31;2;2;4;4;4;4;3;4;4;4;3;3;2;3;3;2;2;4;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;3;1
2020-08-27 07:35;2;2;4;4;4;4;3;5;4;5;3;2;3;3;3;2;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;4;4;4;1
2020-08-27 07:51;2;2;3;4;5;4;5;4;3;3;3;4;4;5;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;6;3;4
2020-08-27 07:35;4;2;6;5;5;4;4;4;3;3;3;4;4;5;3;4;4;3;2;1;;3;4;5;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-27 07:49;3;2;2;4;4;3;3;4;2;2;1;3;2;4;1;1;2;4;3;;;;;;;;;;;;;;;3;2;1;1;3;2;;;;;;2;2;;;;;;3;3;2;2;2
2020-08-27 07:44;1;1;3;3;2;1;2;3;1;2;1;1;2;5;1;2;1;4;4;;;;;;;;;;;;;;;2;1;3;3;2;2;;;;;;2;2;;;;;;1;2;2;4;2
2020-08-27 07:47;4;2;6;4;4;3;5;3;1;1;1;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;1;;;3;4;1;3;5;5;5;1
2020-08-27 07:52;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;1;5;3
2020-08-27 07:55;4;2;5;5;4;4;5;4;3;4;3;3;5;5;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;2;4;4
2020-08-27 08:01;2;1;3;4;4;4;3;3;2;4;2;3;3;4;2;3;3;3;3;;;;;;;;;;;;;;;3;2;2;2;3;3;;;;;;1;2;;;;;;4;3;6;3;4
2020-08-27 08:04;2;2;2;5;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 08:05;2;2;1;4;5;5;4;5;4;5;5;4;4;5;5;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-08-27 08:16;4;1;3;5;3;4;4;3;5;4;4;2;2;4;2;3;4;3;2;;;3;;5;;;;;;;;;;1;1;1;3;1;2;;;;;;2;2;;;;;;2;3;3;3;4
2020-08-27 08:15;2;2;1;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 08:21;4;2;6;3;3;3;3;5;3;4;3;1;2;3;1;1;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;2;2;5;5;2
2020-08-27 08:28;1;2;2;5;5;3;4;4;4;5;4;3;3;3;4;4;4;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-27 08:35;4;1;3;5;5;4;4;5;5;5;5;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 08:41;3;2;6;4;5;5;4;5;5;5;5;4;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;4
2020-08-27 08:40;6;1;6;5;4;4;5;5;5;5;5;4;5;5;5;5;5;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;1;4;3
2020-08-27 08:42;2;1;4;5;5;5;5;4;3;4;3;3;4;4;5;5;5;5;4;;;;;;;;;;;;;;;1;1;3;3;2;2;;;;;;2;2;;;;;;5;5;6;4;4
2020-08-27 08:43;3;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 08:46;4;2;4;4;4;3;3;3;3;4;4;4;3;3;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;3;3;4
2020-08-27 09:06;5;2;6;4;3;3;1;4;3;5;5;4;4;4;2;2;3;5;3;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;3;2;1;2;3
2020-08-27 08:58;3;1;5;4;5;4;4;4;5;5;5;4;4;4;3;4;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-08-27 09:04;3;2;6;4;4;3;4;2;2;3;3;4;3;4;3;3;3;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-08-27 09:08;3;2;3;1;1;1;1;3;2;2;1;1;1;2;1;1;1;4;4;;;;;;;;;;;;;;;1;3;1;3;1;2;;;;;;2;2;;;;;;1;1;2;3;4
2020-08-27 09:11;5;2;5;5;5;4;5;5;4;5;5;4;4;3;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;2;2;;;;;;5;5;6;3;3
2020-08-27 09:16;2;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 09:15;4;1;6;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;2;;;;;;5;5;5;5;1
2020-08-28 15:25;4;2;4;3;2;3;2;3;2;2;2;2;2;2;2;3;1;4;4;;;;;;;;;;;;;;;2;1;1;3;3;3;;;;;;2;2;;;;;;2;3;6;3;4
2020-08-28 16:20;3;1;3;5;5;4;4;5;5;5;4;3;4;3;3;3;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:04;4;2;4;4;4;4;2;5;2;3;2;5;4;2;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;1;;2;;;2;2;2;;;;;;4;4;4;4;1
2020-08-31 16:52;4;4;5;4;3;4;4;4;4;4;4;2;2;4;2;4;4;3;1;;2;3;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;1;;2;;;2;3;4;4;4;1
2020-08-27 10:45;3;1;2;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:01;2;2;3;5;4;4;4;4;3;4;4;5;4;5;4;4;5;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;4;4;1
2020-08-28 09:11;2;2;4;4;3;4;4;3;4;5;5;4;3;4;4;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;3;4;4;4;2
2020-08-28 14:57;4;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 09:45;3;2;6;3;3;2;4;4;4;4;4;1;3;3;2;1;2;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;4;4;4;2
2020-08-27 11:38;4;1;5;5;4;5;3;4;2;4;3;4;6;4;3;3;3;3;2;1;;3;;;6;;;;;;;;;3;3;3;3;1;1;1;;;;1;2;2;;;;;;3;3;6;3;4
2020-08-28 14:14;7;4;4;3;3;3;1;4;3;2;2;3;3;1;2;2;2;2;2;1;2;3;;;;;;;;;;;;2;2;1;2;1;2;;;;;;2;2;;;;;;3;3;3;3;3
2020-09-02 08:17;3;2;2;5;5;4;4;4;4;4;4;5;4;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;5;1
2020-08-31 13:21;3;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 07:53;4;2;2;4;4;4;4;4;3;3;3;3;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-08-31 09:42;5;1;2;3;4;3;3;4;5;5;4;3;3;4;3;2;3;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;3;3;1;4;3
2020-08-31 09:41;4;2;6;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 22:21;3;2;3;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 14:43;5;2;4;5;5;5;5;4;5;5;5;4;5;5;5;5;4;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;2;;;;;;5;5;6;5;4
2020-08-31 15:04;3;2;5;4;5;3;3;4;4;3;3;4;3;5;3;3;2;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;3;6;4;2
2020-08-27 11:54;3;2;3;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 12:10;4;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 08:38;4;2;4;3;3;3;2;4;2;2;1;4;4;3;3;3;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;4;6;6;4
2020-08-28 15:04;2;2;2;4;4;4;4;3;3;4;3;5;5;5;4;4;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 11:46;2;2;5;5;5;5;5;5;5;5;5;5;4;3;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 10:04;3;2;6;5;5;5;5;5;6;6;6;5;6;2;6;5;3;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 13:48;3;2;6;5;5;5;5;4;3;3;2;5;4;3;3;5;5;5;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;5;4
2020-09-01 08:37;5;1;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:30;2;1;2;4;5;4;3;5;1;1;1;4;6;3;4;2;3;4;3;;;;;;;;;;;;;;;2;2;1;3;1;1;1;;;;1;2;2;;;;;;4;4;5;5;1
2020-08-31 09:40;4;2;2;3;4;3;4;4;2;3;3;3;3;3;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;3;3;1
2020-08-31 09:11;3;1;2;4;5;4;5;5;4;5;5;4;4;4;4;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-08-28 09:28;3;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 07:40;4;2;6;4;4;3;4;5;4;4;3;3;2;3;2;3;2;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;5;4;1
2020-08-27 16:44;4;2;3;5;4;5;5;4;2;2;2;4;2;3;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-08-28 11:42;3;2;6;4;5;4;5;4;4;5;4;4;4;3;4;4;4;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-01 14:35;4;1;2;5;5;5;3;5;4;5;5;5;3;3;5;5;4;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 07:34;4;2;1;5;5;5;5;4;4;6;6;5;6;4;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:13;2;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 16:02;2;2;3;3;3;4;3;4;3;4;4;3;2;4;3;3;4;3;4;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-09-01 10:08;2;2;5;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 13:25;2;1;3;4;5;4;4;5;5;5;5;4;4;3;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-09-02 08:37;4;1;3;5;5;5;4;4;4;4;4;4;3;2;2;3;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-09-02 09:55;5;2;6;4;4;4;3;5;4;4;5;3;3;3;2;3;3;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;1;4;3
2020-08-27 10:00;2;1;2;4;4;4;3;5;4;4;4;4;4;4;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-28 14:58;5;2;6;4;5;4;4;4;3;4;2;3;3;3;2;2;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;3;4;4;4
2020-08-27 09:54;4;2;2;4;4;4;3;4;1;2;2;1;2;5;2;3;2;2;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;5;3;1
2020-08-28 10:20;4;2;2;5;4;5;5;3;3;4;3;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-29 09:47;3;2;5;4;5;4;4;5;4;5;5;4;5;4;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-02 11:34;4;2;6;4;4;4;4;5;4;4;4;4;4;4;4;4;4;2;2;;;;;;;7;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-27 23:27;3;2;5;5;5;5;5;4;5;5;4;4;4;3;3;5;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-28 14:53;3;2;3;5;5;5;5;4;5;5;4;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-08-28 15:55;5;2;2;5;5;5;5;5;4;5;4;4;4;4;4;5;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-02 11:51;4;2;4;5;5;5;5;5;4;5;5;4;4;4;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 07:17;3;2;4;5;5;4;3;4;3;4;4;3;4;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;4
2020-08-31 11:25;3;2;2;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-02 10:31;5;2;6;5;4;5;5;4;4;4;3;4;4;4;4;5;4;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;6;4;3
2020-08-28 16:50;5;1;4;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 09:21;5;2;1;4;4;4;3;4;3;4;4;6;3;4;4;6;6;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;4;4;1
2020-09-01 08:51;4;2;6;4;5;5;5;4;4;4;4;5;4;4;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 16:38;4;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-27 15:49;4;1;5;4;5;4;5;4;5;5;4;4;5;4;5;5;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-09-01 06:46;2;1;3;4;4;3;3;3;4;4;4;4;3;3;3;2;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;3;4;4;2
2020-08-31 12:35;5;2;6;4;5;4;4;4;5;5;5;5;5;4;5;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;1;5;3
2020-08-31 11:54;4;2;6;4;4;3;4;5;4;4;5;3;3;3;3;4;4;5;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;3;5;3;1
2020-09-02 14:42;1;1;2;4;4;3;3;5;4;5;5;4;2;4;2;4;4;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;5;1;5;2
2020-09-01 14:49;3;2;4;5;5;5;4;5;4;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-30 20:35;3;2;5;5;4;4;3;3;3;3;3;4;4;4;4;3;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-08-31 07:20;1;2;2;4;5;4;5;5;3;4;5;4;5;5;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;3;1
2020-08-28 15:01;4;2;3;5;5;5;5;5;3;4;3;5;4;4;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 11:27;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 16:01;4;2;5;5;5;5;4;4;5;5;5;4;4;4;4;5;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:14;3;2;2;4;2;3;2;3;1;2;2;2;1;3;2;2;3;1;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;2;2;2;4
2020-09-01 14:10;4;2;2;5;5;4;4;4;4;4;4;4;4;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;3;4;4;1
2020-08-27 20:15;2;1;4;4;5;4;5;4;4;5;5;4;4;5;4;5;4;5;5;;;;;;;;;;;;;;;3;3;3;3;3;2;;;;;;2;2;;;;;;5;4;4;4;1
2020-08-29 12:29;2;1;2;3;2;2;2;2;3;1;3;5;2;5;2;2;2;2;1;;;;4;5;6;;;;;;;;;2;2;2;2;1;1;1;2;;;2;2;2;;;;;;3;5;5;3;4
2020-08-31 14:19;5;2;4;5;5;5;4;5;4;5;4;3;4;4;3;4;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;1;5;3
2020-09-01 09:56;5;2;4;5;3;2;1;5;4;4;3;2;3;3;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;2;5;5;2
2020-08-31 05:17;2;2;4;4;5;4;4;4;4;5;4;3;4;3;4;5;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-27 09:23;3;2;4;5;4;1;1;3;1;3;1;1;1;3;1;1;5;1;1;1;2;3;4;5;6;7;;;;;;;;2;2;1;2;1;2;;;;;;2;2;;;;;;3;1;5;1;4
2020-08-28 15:20;2;2;2;2;1;1;1;1;1;1;1;1;4;3;2;1;1;1;3;;;;;;;;;;;;;;;3;3;3;3;1;2;;;;;;2;2;;;;;;2;1;1;3;2
2020-08-31 13:50;5;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;3
2020-09-02 12:47;1;1;1;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 09:51;4;2;6;4;4;4;5;3;4;4;5;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-08-28 10:56;2;1;2;4;4;4;4;5;4;5;5;4;4;3;3;6;3;4;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;6;3;4
2020-08-28 14:57;2;2;3;3;4;4;3;3;3;3;3;4;4;3;3;3;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-08-27 11:18;2;2;4;4;3;4;3;5;1;1;1;3;3;4;4;3;3;3;3;;;;;;;;;;;;;;;1;2;1;2;1;1;1;;;;1;2;2;;;;;;2;3;6;6;4
2020-08-31 16:46;3;2;2;6;6;6;1;3;6;6;6;6;2;2;2;1;1;5;2;;;;4;;;;;;;;;;;3;3;1;2;1;2;;;;;;3;3;;;;;;2;3;1;6;2
2020-08-31 08:49;4;1;2;4;5;4;4;5;4;4;3;4;3;3;3;3;3;3;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-08-28 08:17;5;1;6;4;4;4;4;4;3;3;3;4;4;4;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;3;4;3;1
2020-08-31 06:55;3;2;6;5;4;4;4;2;2;2;2;4;4;4;2;2;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-28 12:19;2;1;3;5;5;5;5;5;3;4;3;4;2;3;2;1;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-02 09:49;4;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 09:48;2;1;1;3;4;4;4;5;3;4;4;4;4;3;3;3;4;4;2;;;3;;;6;;;;;;;;;1;3;2;3;2;2;;;;;;2;2;;;;;;4;4;6;3;4
2020-08-31 08:14;2;1;1;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 11:21;1;2;2;4;4;4;3;5;4;5;4;3;3;4;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-08-31 08:37;2;2;2;4;5;4;4;4;3;4;5;4;3;3;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;4;1
2020-08-31 11:40;5;2;5;5;5;5;5;5;3;5;5;4;5;4;5;5;4;5;4;;;;;;;;;;;;;;;1;3;2;3;2;2;;;;;;2;2;;;;;;5;5;1;4;3
2020-08-31 09:44;3;2;5;4;3;4;2;5;1;2;1;1;1;3;2;3;2;4;4;;;;;;;;;;;;;;;2;3;1;3;1;2;;;;;;2;2;;;;;;3;3;5;4;4
2020-08-28 13:46;2;1;2;5;5;5;5;4;3;4;4;5;5;5;4;4;5;3;3;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 14:07;3;2;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;4;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 14:35;7;4;2;4;2;2;3;2;1;2;1;2;3;3;2;2;2;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;2;2;2;2
2020-09-02 10:04;5;2;6;5;5;5;5;5;6;6;6;5;4;4;4;5;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;2;4;2
