;age;sex;t3;t1;t8;t2;t13;l1;;;t6;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;;;;t7;t10;t9;t11;;;;y5
2022-08-23 13:44;2;2;3;4;4;3;5;3;5;5;5;3;3;4;4;4;3;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;3;4;6;4;4
2022-08-23 13:45;3;2;5;5;5;5;5;4;5;5;5;5;4;2;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;4
2022-08-23 13:45;3;2;5;5;5;5;5;2;3;3;6;5;5;5;5;3;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 13:50;5;2;4;5;4;5;4;4;4;5;3;5;5;4;5;5;4;4;4;;;;;;;;;;;;;;;3;3;1;3;1;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;4;4;1
2022-08-23 13:45;3;1;4;4;4;4;5;4;4;4;2;4;4;4;4;4;4;3;2;;;3;;;;7;;;;;;;;3;3;3;3;1;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-23 13:47;1;2;5;5;4;3;5;2;4;4;3;4;3;2;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;4;4;4;6;1
2022-08-23 13:44;3;2;4;5;4;5;4;4;4;4;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-08-23 13:55;2;2;5;5;5;5;5;5;5;5;5;4;4;5;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-23 13:48;3;2;4;3;3;3;4;2;4;4;3;4;4;3;3;2;2;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;3;4;4;4;1
2022-08-23 13:48;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 13:51;3;1;4;4;3;4;5;5;5;4;3;3;4;3;4;4;2;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;5;5;5;5;5;4;4
2022-08-23 13:50;3;2;4;4;4;4;4;5;5;4;5;5;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-23 13:50;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 13:56;1;2;4;5;4;5;4;3;4;4;2;5;4;3;3;3;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;4;4;4;1
2022-08-23 13:53;6;2;4;5;4;3;5;4;4;4;5;6;3;5;6;3;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;1;4;3
2022-08-23 13:53;5;2;5;5;4;5;5;5;5;5;4;5;5;5;3;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;1;5;3
2022-08-23 13:56;2;2;5;5;5;5;5;5;5;4;3;5;3;4;4;4;5;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;4;5;1
2022-08-23 13:53;3;1;5;5;4;4;5;4;5;5;2;5;5;3;4;5;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;2;3;5;5;5;5;5;1
2022-08-23 13:54;4;2;5;5;5;4;5;4;5;5;5;2;3;4;3;3;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-08-24 06:32;3;2;3;5;4;3;5;4;4;4;5;5;5;5;3;5;3;5;5;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-23 14:04;4;1;1;4;1;1;5;1;3;4;6;1;1;2;1;1;1;5;5;;;;;;;;;;;;;;;2;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;1;1;2;3;3;6;6;2
2022-08-23 13:59;5;1;5;5;5;4;5;4;5;4;5;5;4;3;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;5;5;5;5;5;5;1
2022-08-23 13:57;4;2;4;5;4;4;5;4;5;5;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;5;5;5;5;5;5;1
2022-08-23 14:01;3;2;4;5;5;5;4;4;4;4;3;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-23 14:00;4;1;5;5;4;5;4;1;4;6;5;5;5;5;4;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;4;5;5;1
2022-08-23 13:58;1;1;4;5;3;3;5;5;5;5;5;3;3;5;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;5;5;5;5;5;1
2022-08-23 14:19;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;3;1
2022-08-23 14:03;3;1;4;4;3;3;5;4;4;4;3;5;5;5;5;4;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;6;6;2
2022-08-23 14:09;5;2;4;3;3;3;3;2;2;1;4;3;3;4;4;3;3;3;2;1;2;;;;;7;;;;;;;;1;3;1;3;1;2;;;;;;;2;2;;;;;;;;2;3;3;3;4;3;4;4;1
2022-08-23 14:03;4;2;4;4;3;5;4;3;5;5;3;4;4;3;3;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;1;1;;2;;;1;1;2;2;;;;;;;;2;3;4;4;5;5;6;3;4
2022-08-23 14:04;2;2;3;4;3;3;4;4;5;5;3;4;4;3;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;5;5;4;1
2022-08-23 14:08;4;2;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-08-23 14:05;3;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;1
2022-08-23 14:08;2;1;3;3;3;3;2;2;2;2;5;4;3;2;2;2;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;5;4;3;4;4
2022-08-23 14:06;1;2;4;4;3;4;4;5;5;5;5;5;3;4;4;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;3;3;1
2022-08-23 14:09;2;1;5;5;5;4;4;5;5;5;4;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-23 14:08;1;1;4;4;3;4;4;4;5;4;3;5;4;4;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;5;5;5;6;4;4
2022-08-23 14:10;5;2;3;4;3;4;5;2;4;3;2;5;5;2;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-08-23 14:11;2;2;3;3;3;4;4;3;4;4;4;4;3;3;4;3;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;3;3;4;3;3;4
2022-08-23 14:13;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;3
2022-08-23 14:14;3;2;5;5;4;4;5;5;5;5;5;4;5;4;5;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-23 14:18;3;2;4;4;4;4;4;4;4;5;4;3;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;4;6;4;1
2022-08-23 14:24;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 14:28;3;1;5;5;5;5;5;4;4;4;4;3;3;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;4;5;1
2022-08-23 14:31;2;1;4;3;4;4;5;3;4;4;5;4;3;3;4;4;4;3;4;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;;2;2;;;;;;;;1;4;4;3;3;3;5;4;1
2022-08-23 14:27;2;2;4;4;4;4;4;3;3;3;4;3;3;3;3;3;4;4;2;;;;;5;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;3;4;1
2022-08-23 14:28;4;2;5;5;5;5;4;4;5;4;4;5;5;4;5;4;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;1;5;1
2022-08-23 14:28;2;2;4;4;4;3;4;3;4;4;2;3;3;5;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;3;4;4;6;6;4
2022-08-23 14:42;6;2;4;4;4;3;4;3;5;5;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;3;3;4;6;3;4
2022-08-23 14:36;3;1;4;3;4;4;3;3;4;4;2;4;2;3;2;3;3;3;2;;;3;;;;;;;;;;;;2;3;1;3;3;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;3;4;6;1
2022-08-23 15:11;3;1;5;5;5;5;5;4;4;5;4;5;5;4;4;5;4;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 14:45;3;1;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-23 14:45;3;2;3;4;2;2;4;2;4;4;3;1;1;2;1;3;2;4;3;;;;;;;;;;;;;;;1;2;2;2;1;2;;;;;;;2;2;;;;;;;;1;3;3;4;4;4;4;5;1
2022-08-23 14:46;3;2;4;5;4;4;4;4;5;5;4;5;4;5;5;4;5;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-23 14:52;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;1;;2;3;;2;;2;2;;;;;;;;1;5;5;4;5;5;5;5;1
2022-08-23 14:56;5;2;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-23 14:56;3;1;4;4;3;3;4;3;3;3;2;4;4;4;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-23 14:59;1;1;5;5;4;3;5;1;1;2;1;4;3;2;1;4;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;1;5;4;6;4;4
2022-08-23 14:56;4;2;4;4;5;5;5;5;5;5;3;3;3;4;3;3;4;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;5;4;4;4;4
2022-08-23 15:04;4;2;5;5;5;4;5;4;4;5;4;5;4;4;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;5;5;5;5;5;5;1
2022-08-23 14:59;3;2;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-23 15:05;4;2;4;5;4;5;4;2;2;2;3;5;3;3;4;3;3;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;5;5;5;5;1
2022-08-23 15:23;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;3;3;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;4;1
2022-08-23 15:24;3;2;5;5;5;5;5;5;5;3;3;4;5;4;5;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-23 15:24;2;2;4;5;4;4;5;4;4;4;4;5;5;3;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;5;5;5;3;4;1
2022-08-23 15:31;4;2;5;5;5;5;5;4;4;4;4;4;4;3;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-23 15:37;4;2;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;;2;2;;;;;;;;3;5;4;5;4;4;5;4;1
2022-08-23 15:29;2;2;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 15:41;5;1;4;4;3;3;5;4;4;4;3;3;3;4;3;4;3;5;5;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;4;4;3;3;4
2022-08-23 15:35;2;2;5;5;5;4;5;4;4;5;5;4;3;2;3;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 15:38;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;1
2022-08-23 15:40;3;1;5;4;5;4;5;6;6;6;3;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;3;3;3;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;6;6;1
2022-08-23 15:45;1;1;4;2;3;3;2;2;2;1;3;4;3;2;3;4;4;2;3;;;;;;;;;;;;;;;1;2;1;2;1;1;1;;;;1;2;2;2;;;;;;;;1;4;3;3;2;1;5;4;2
2022-08-23 15:41;3;2;5;5;5;4;4;4;4;5;3;5;4;3;5;4;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-23 15:45;1;2;3;5;3;3;5;3;4;4;2;4;3;2;3;4;3;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;5;5;5;5;1
2022-08-23 15:48;3;2;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;1
2022-08-23 15:55;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;3
2022-08-23 16:04;5;2;5;5;5;5;5;5;5;5;5;4;5;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 16:16;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 16:27;3;1;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;6;5;4
2022-08-23 16:58;5;1;5;5;5;4;5;5;5;5;4;4;4;5;4;5;5;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;3
2022-08-23 16:25;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-23 16:43;2;2;4;4;4;3;3;4;4;4;4;5;4;3;6;4;5;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;4;4;1
2022-08-23 16:44;2;2;5;5;5;5;4;5;5;5;3;5;4;4;3;5;4;5;5;;;;;;;;;;;;;;;1;2;3;2;1;2;;;;;;;2;2;;;;;;;;3;5;5;4;5;5;6;5;4
2022-08-23 20:24;4;2;5;5;5;5;5;4;5;5;3;4;4;5;4;5;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-23 20:17;2;2;5;5;5;5;5;3;4;5;1;5;5;5;5;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-08-23 20:37;4;2;3;5;4;5;5;5;5;5;3;2;4;2;1;2;1;2;2;1;2;3;4;5;6;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;4;3;5;5;5;5;4
2022-08-23 20:49;1;2;3;4;4;3;4;2;2;3;3;5;4;4;5;2;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;4;5;4;4
2022-08-23 20:55;5;2;4;5;4;4;3;1;2;1;4;2;4;5;2;1;3;3;3;;;;;;;;;;;;;;;2;2;2;2;1;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;3;3;3;1
2022-08-23 22:31;4;2;5;4;4;5;5;5;5;4;4;5;5;5;4;4;5;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;4;3;4;3;3;3;2
2022-08-24 06:41;4;2;4;4;4;3;5;4;4;4;3;3;3;4;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;1
2022-08-24 06:52;3;2;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;3;3;1
2022-08-24 06:59;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-24 07:05;4;2;4;5;4;5;4;5;5;5;4;4;4;4;4;5;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;4;3;1
2022-08-24 07:09;3;2;4;4;4;4;3;4;4;4;4;4;2;3;2;3;4;4;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;3;4;2;4;4
2022-08-24 07:26;4;1;5;5;5;4;4;4;4;4;4;4;3;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-08-24 07:27;3;2;5;5;5;5;4;4;5;5;4;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-24 07:38;4;1;3;3;4;3;4;3;3;3;2;3;2;3;3;4;3;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;2;3;4;4;3;4;4
2022-08-24 07:37;2;2;4;4;4;5;5;1;2;3;2;4;4;4;4;5;5;5;5;;;;;;;;;;;;;;;3;3;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;4;4;4;4;1
2022-08-24 07:52;4;2;5;5;5;5;5;4;5;4;4;4;4;3;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;4;4
2022-08-24 07:57;4;2;4;4;4;3;4;3;4;4;5;3;3;5;2;1;2;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;2;3;4;5;5;5;4
2022-08-24 07:56;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-08-24 07:59;2;2;5;5;5;5;5;5;5;5;4;5;6;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;6;5;6;5;4
2022-08-24 08:05;4;2;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-24 08:18;1;2;5;5;5;4;5;5;5;5;3;4;5;3;6;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;2;4;6;5;5;5;4;4;1
2022-08-24 08:23;4;1;2;2;3;3;3;2;2;1;3;1;2;3;1;1;1;2;2;;2;3;;5;;;;;;;;;;1;2;2;2;1;2;;;;;;;1;2;;;;;;;;1;2;2;1;1;1;3;2;4
2022-08-24 08:14;2;2;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;4;5;5;5;5;4;1
2022-08-24 08:14;4;2;5;5;5;5;4;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;5;5;5;5;5;5;1
2022-08-24 08:23;2;2;4;4;5;5;5;5;5;5;3;5;5;5;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;4;1
2022-08-24 08:29;1;2;5;5;4;4;5;5;5;5;3;4;3;5;5;5;5;2;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;3;3;3;4;4
2022-08-24 08:36;2;1;5;5;5;5;5;4;4;4;3;5;5;5;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;1;;2;;;1;1;2;2;;;;;;;;1;5;4;5;5;5;5;4;1
2022-08-24 08:35;2;2;5;5;5;5;4;4;5;5;2;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-08-24 08:40;3;1;3;4;3;5;5;3;4;3;4;3;3;4;2;2;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;4;4;1
2022-08-24 08:54;3;2;4;4;4;4;4;5;5;4;3;3;3;3;3;4;2;2;2;1;2;;4;5;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;4;5;4;3;4
2022-08-24 08:50;5;2;5;5;4;5;4;4;5;5;3;4;4;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-08-24 11:29;3;1;4;4;4;4;4;5;4;4;2;5;5;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-24 09:00;4;1;5;5;5;4;5;5;5;5;4;6;4;4;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;3;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-24 09:14;5;2;4;4;4;3;5;4;5;5;5;3;4;4;3;4;4;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-24 09:15;2;2;5;5;5;5;4;4;5;5;4;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;3;1
2022-08-24 09:26;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;3;1;3;1;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-24 09:36;2;2;4;5;4;5;5;3;3;2;3;4;4;4;5;3;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;4;1
2022-08-24 09:45;5;2;4;5;4;4;6;5;6;6;6;3;4;3;4;3;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;5;5;5;5;4;1
2022-08-24 10:10;5;2;4;3;3;4;3;2;2;2;4;3;4;4;2;4;4;5;4;;;;;;;;;;;;;;;3;3;2;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;3;3;5;4;4
2022-08-24 10:16;4;2;3;4;3;3;4;4;4;4;2;4;4;2;2;4;3;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;4;4;5;2;1
2022-08-24 10:42;3;2;5;4;4;4;3;4;4;4;4;3;3;3;3;3;3;3;4;;;;;;;;;;;;;;;2;2;1;3;1;2;;;;;;;2;2;;;;;;;;1;4;3;3;4;3;4;4;1
2022-08-24 10:48;2;2;4;4;5;3;4;3;4;4;4;5;4;4;4;4;4;4;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
